0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.316406075178007118e-01,-3.617584988729091299e-04,7.669003121485964414e-01,1.135514125483150644e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-7.696710918178332577e+02,-2.098980624261516368e+03,1.567928805881947847e+04,1.131223075095804135e-03,7.762968784819936335e-04
4.039042613679060326e-03,4.040986315137258186e-03,-1.078306276651609837e-02,-1.078500646797429623e-02,6.316337346531549768e-01,-4.054715858663529571e-04,7.669131077163598986e-01,1.135030662745983299e-01,-1.910868750452099363e+00,-1.366891550514554909e+00,9.207731241120995946e+00,-7.705071948392165950e+02,-2.097366276743460276e+03,1.566810161282590707e+04,1.145494193437257037e-03,8.979532229749758853e-04
6.588674697344949240e-03,6.571019918406555659e-03,-1.515063395469432202e-02,-1.513297917575592670e-02,6.316838535491704487e-01,-6.384808708234692961e-04,7.669049682138948665e-01,1.132778497160544517e-01,-3.820940209987279346e+00,-2.732994476668014538e+00,1.841049486850235795e+01,-7.713433073658252397e+02,-2.095752093407904795e+03,1.565691613683773176e+04,1.084618718746981720e-03,1.550932694022349664e-03
4.569259515795513066e-03,4.521427632477478115e-03,-7.663485637697978886e-03,-7.615653754379943935e-03,6.318900842525725370e-01,-1.188468344953266071e-03,7.668100111167442945e-01,1.127648696066655964e-01,-5.730234825962189582e+00,-4.098277495822260974e+00,2.760828052905050356e+01,-7.721794596576270351e+02,-2.094138084148671169e+03,1.564573163665360698e+04,7.462164133796938235e-04,3.078447953334734286e-03
3.263397353874353344e-04,2.357208889736028736e-04,2.907534015627035503e-03,2.998152862040868397e-03,6.322566047092882391e-01,-2.036922239098955950e-03,7.666220016061218168e-01,1.119738514238844962e-01,-7.638676108619496752e+00,-5.462532627035368016e+00,3.680115022711713380e+01,-7.730156808285687475e+02,-2.092524258493939215e+03,1.563454811790704844e+04,1.218108218448760085e-04,5.416724454047906409e-03
-3.630116227138061036e-03,-3.787274827194195281e-03,1.268152763979436826e-02,1.283868623985050250e-02,6.326883178149651510e-01,-3.040037437722788779e-03,7.664004716969052833e-01,1.110250766971499076e-01,-9.546081448745239229e+00,-6.825382922529515284e+00,4.598923061114694377e+01,-7.738519988914836176e+02,-2.090910625620623705e+03,1.562336558607320148e+04,-5.930454420938577765e-04,8.155185388305405750e-03
-5.100491338756821605e-03,-5.341448240566112546e-03,1.900601875816746583e-02,1.924697565997676024e-02,6.330643960543819171e-01,-4.030770252516233110e-03,7.662241368511097939e-01,1.100626887107714613e-01,-1.145221928018993829e+01,-8.186368157530054646e+00,5.517262835622518935e+01,-7.746884408012427912e+02,-2.089297194368187775e+03,1.561218404647532225e+04,-1.152163835511327327e-03,1.082514386697528905e-02
-4.126748994387922226e-03,-4.476404872327807011e-03,2.125341461964347714e-02,2.160307049758336193e-02,6.333145137084490450e-01,-4.897417779181626601e-03,7.661381057701339703e-01,1.091839956782967025e-01,-1.335689735310978676e+01,-9.545045313983608892e+00,6.435141875321960470e+01,-7.755250324962185005e+02,-2.087683973251909265e+03,1.560100350429099126e+04,-1.423312760396034694e-03,1.312399528064873803e-02
-1.494817680375353560e-03,-1.973820256373210683e-03,2.153640553022146201e-02,2.201540810621932173e-02,6.334484602427378208e-01,-5.609694845786881642e-03,7.661316817821716141e-01,1.084150621890850874e-01,-1.526001464180814970e+01,-1.090105057827983792e+01,7.352566074870742341e+01,-7.763617989381253892e+02,-2.086070970475627746e+03,1.558982396455806156e+04,-1.450598726240991815e-03,1.498602023030436679e-02
8.585689158031439144e-05,-5.482956863645622667e-04,2.264709766803456661e-02,2.328125024597944501e-02,6.335333735386138310e-01,-6.191674632111904795e-03,7.661529928865213890e-01,1.077344850503285656e-01,-1.716154954970436108e+01,-1.225410361824953576e+01,8.269539719459116611e+01,-7.771987641503029636e+02,-2.084458193943989954e+03,1.557864543218036124e+04,-1.402025347855186382e-03,1.649924056434506556e-02
