2.526065146441358600e+00,1.320717491434040269e+00,2.363521091136528529e+00
2.526533490313250141e+00,1.320780173920846678e+00,2.363996702388865945e+00
2.528321844166522947e+00,1.321262391528281954e+00,2.365778843158424571e+00
2.531905558487834274e+00,1.322560267485779262e+00,2.369322863741649687e+00
2.537177796989724232e+00,1.324654813601904957e+00,2.374534182961759665e+00
2.543586998845228653e+00,1.327131401948866474e+00,2.380890543856129415e+00
2.550483302618889780e+00,1.329486178892227866e+00,2.387769723957318568e+00
2.557310522655434237e+00,1.331403839921118770e+00,2.394633039133118313e+00
2.563687360669500759e+00,1.332859034625916372e+00,2.401105062125588496e+00
2.569353226103004761e+00,1.334028066827985359e+00,2.406923168811558433e+00
2.574117039988242706e+00,1.335094871675966077e+00,2.411889300853354623e+00
2.577894047671287492e+00,1.336129883004965713e+00,2.415907150301078055e+00
2.580732020675855498e+00,1.337083541826684208e+00,2.419009207891450242e+00
2.582823443321041523e+00,1.337854229558771868e+00,2.421370356223076836e+00
2.584452943839504968e+00,1.338385440818510741e+00,2.423258358012754243e+00
2.585911747855198062e+00,1.338704721346250404e+00,2.424951540794679783e+00
2.587381938506444712e+00,1.338898599426935787e+00,2.426625732286378234e+00
2.588914048121855327e+00,1.339053675418130585e+00,2.428331516752995523e+00
2.590479311138310425e+00,1.339217319915484872e+00,2.430043837622787084e+00
2.592002102448008660e+00,1.339388695473165303e+00,2.431692222866675301e+00
2.593378925683805125e+00,1.339544292182001106e+00,2.433178402987288269e+00
2.594543671339297308e+00,1.339662954807023132e+00,2.434439468470693146e+00
2.595506948548117254e+00,1.339738899299139918e+00,2.435486341247601771e+00
2.596326979543412516e+00,1.339784692025804524e+00,2.436376035899070036e+00
2.597077851810852156e+00,1.339818081349491097e+00,2.437181158391484193e+00
2.597801429650792304e+00,1.339849753677298638e+00,2.437943321958607079e+00
2.598520159377266214e+00,1.339884655722451301e+00,2.438685470365816954e+00
2.599212522222975608e+00,1.339922720015073399e+00,2.439388021542459040e+00
2.599859931881784103e+00,1.339958996749181619e+00,2.440034333594370608e+00
2.600471569429578800e+00,1.339989755504781055e+00,2.440634654733057740e+00
2.601047461739922628e+00,1.340013901724318668e+00,2.441190177306144626e+00
2.601592112962408443e+00,1.340035017269540774e+00,2.441706222157791650e+00
2.602107221951009741e+00,1.340056651562113732e+00,2.442185213767081642e+00
2.602601384451666444e+00,1.340082081376669398e+00,2.442636320206784006e+00
2.603107582579499368e+00,1.340106016189231974e+00,2.443092585641425618e+00
2.603647866411610945e+00,1.340119892227479070e+00,2.443576622133087461e+00
2.604203426255267573e+00,1.340121520581636805e+00,2.444071253941728639e+00
2.604736052347713215e+00,1.340116273947399295e+00,2.444540150007310952e+00
2.605233972587203350e+00,1.340114990294567932e+00,2.444972358556589231e+00
2.605732430328303817e+00,1.340110848335250626e+00,2.445402561454232071e+00
2.606257901924462494e+00,1.340096388082483214e+00,2.445856998819114558e+00
2.606794981422716706e+00,1.340078526889882715e+00,2.446321145704378530e+00
2.607333720035459823e+00,1.340059588501952836e+00,2.446785715155810337e+00
2.607834831851073787e+00,1.340039697773323990e+00,2.447212641829722646e+00
2.608278757490311683e+00,1.340014767233238313e+00,2.447582750352923053e+00
2.608718014061520041e+00,1.339978614777787014e+00,2.447946965944562070e+00
2.609163487457782260e+00,1.339937530939197208e+00,2.448315982117283518e+00
2.609602141412210141e+00,1.339900459510132924e+00,2.448677411787930858e+00
2.610054375359382117e+00,1.339868006598873729e+00,2.449051455870355554e+00
2.610537929548831126e+00,1.339836713014409764e+00,2.449455844231174240e+00
2.611069238445347995e+00,1.339802312652741412e+00,2.449907153182655506e+00
2.611643658575100169e+00,1.339762823902077349e+00,2.450401507142384805e+00
2.612244191935757076e+00,1.339715847318631470e+00,2.450922998855954216e+00
2.612848906939674087e+00,1.339657237256504319e+00,2.451450664749755592e+00
2.613424255492930115e+00,1.339598014849483043e+00,2.451951771949281156e+00
2.613983124977540928e+00,1.339547499297848221e+00,2.452438583870747202e+00
2.614542347895405072e+00,1.339496886264669895e+00,2.452927296706282956e+00
2.615078519399385293e+00,1.339441611124956077e+00,2.453394985028341413e+00
2.615582086333109402e+00,1.339387189895970609e+00,2.453832148703600780e+00
2.616069165432917121e+00,1.339336400199008015e+00,2.454254220045470447e+00
2.616566740488872167e+00,1.339283015711054459e+00,2.454687270367968299e+00
